Transaction_ID,Date,Department,Expense_Category,Region,Payment_Method,Revenue,Expense,Profit,Manager,Employees_Count,Country,Currency
908,2025-03-24,Sales,Utilities,South,UPI,32557,25857,6700,Sonia,12,India,INR
909,2025-01-02,Legal,Advertising,Online,UPI,92035,21673,70362,Shruti,38,Online,Mixed
910,2025-10-15,R&D,Advertising,Central,UPI,40600,19165,21435,Divya,55,India,INR
911,2025-11-25,Support,Utilities,International,"Bank Transfer",64229,17269,46960,Kabir,49,US,USD
912,2025-06-21,Support,Software,Central,Card,52904,12125,40779,Kabir,49,India,INR
913,2025-03-05,Support,Contractors,West,Card,8813,5376,3437,Kabir,49,India,INR
914,2025-04-14,HR,Supplies,International,Card,138791,102233,36558,Amit,53,US,USD
915,2025-03-10,Operations,Contractors,Central,Card,18808,11927,6881,Karan,55,India,INR
916,2025-04-23,Operations,Advertising,North,"Bank Transfer",19783,7102,12681,Karan,55,India,INR
917,2025-04-12,Marketing,Advertising,Corporate,Cash,125118,75364,49754,Ravi,33,India,INR
918,2025-01-14,R&D,Maintenance,South,Card,100180,42540,57640,Divya,55,India,INR
919,2025-06-13,Operations,Utilities,East,Cash,53538,40711,12827,Karan,55,India,INR
920,2025-02-07,Sales,Travel,North,"Bank Transfer",122129,10833,111296,Sonia,12,India,INR
921,2025-10-18,HR,Utilities,North,UPI,38955,4726,34229,Amit,53,India,INR
922,2025-03-17,IT,Contractors,Corporate,Cash,17499,9136,8363,Neha,51,India,INR
923,2025-06-11,Operations,Advertising,Corporate,Card,33413,8597,24816,Karan,55,India,INR
924,2025-01-12,IT,Software,East,Cash,55654,28264,27390,Neha,51,India,INR
925,2025-03-03,Finance,Supplies,Online,UPI,63213,27216,35997,Vikram,49,Online,Mixed
926,2025-10-14,Operations,Utilities,South,Cash,142247,71424,70823,Karan,55,India,INR
927,2025-10-06,HR,Travel,Corporate,Card,133593,87446,46147,Amit,53,India,INR
928,2025-08-18,Procurement,Software,West,"Bank Transfer",23241,6534,16707,Tara,45,India,INR
929,2025-11-25,Marketing,Contractors,Corporate,"Bank Transfer",13181,8311,4870,Ravi,33,India,INR
930,2025-01-25,HR,Software,Central,UPI,134748,6704,128044,Amit,53,India,INR
931,2025-09-14,Sales,Software,North,UPI,70396,31730,38666,Sonia,12,India,INR
932,2025-06-08,Marketing,Software,Online,UPI,31042,10379,20663,Ravi,33,Online,Mixed
933,2025-10-16,R&D,Contractors,Central,Card,24064,15611,8453,Divya,55,India,INR
934,2025-06-20,Legal,Travel,South,Cash,92012,5135,86877,Shruti,38,India,INR
935,2025-03-09,R&D,Software,West,UPI,71142,43931,27211,Divya,55,India,INR
936,2025-12-22,Operations,Contractors,North,Cash,139333,69149,70184,Karan,55,India,INR
937,2025-09-23,HR,Software,International,Cash,84984,48731,36253,Amit,53,US,USD
938,2025-12-20,Marketing,Utilities,South,Cash,14428,2237,12191,Ravi,33,India,INR
939,2025-10-28,Operations,Travel,West,Cash,15863,4815,11048,Karan,55,India,INR
940,2025-09-02,Support,Maintenance,Corporate,UPI,45651,23554,22097,Kabir,49,India,INR
941,2025-12-05,Legal,Training,North,"Bank Transfer",135605,21624,113981,Shruti,38,India,INR
942,2025-09-14,Sales,Utilities,Corporate,Cash,54186,41939,12247,Sonia,12,India,INR
943,2025-11-13,Finance,Maintenance,East,Card,118325,22089,96236,Vikram,49,India,INR
944,2025-04-22,Operations,Advertising,Corporate,UPI,80729,3249,77480,Karan,55,India,INR
945,2025-07-09,Legal,Travel,East,UPI,29261,19411,9850,Shruti,38,India,INR
946,2025-09-16,Marketing,Maintenance,West,UPI,146690,54159,92531,Ravi,33,India,INR
947,2025-11-08,Operations,Utilities,International,UPI,139808,51362,88446,Karan,55,US,USD
948,2025-10-14,IT,Contractors,West,UPI,68668,45137,23531,Neha,51,India,INR
949,2025-05-25,IT,Supplies,International,"Bank Transfer",128070,90366,37704,Neha,51,US,USD
950,2025-06-02,Sales,Maintenance,Corporate,Cash,16744,9458,7286,Sonia,12,India,INR
951,2025-03-04,HR,Travel,South,Card,104412,35706,68706,Amit,53,India,INR
952,2025-09-16,IT,Maintenance,North,Cash,47318,37134,10184,Neha,51,India,INR
953,2025-07-16,Sales,Software,Online,Card,114487,29656,84831,Sonia,12,Online,Mixed
954,2025-09-11,Marketing,Travel,Corporate,Cash,46801,35896,10905,Ravi,33,India,INR
955,2025-01-01,Procurement,Utilities,Central,"Bank Transfer",49285,22847,26438,Tara,45,India,INR
956,2025-01-03,IT,Travel,Central,"Bank Transfer",136102,45938,90164,Neha,51,India,INR
957,2025-04-10,Legal,Advertising,Online,"Bank Transfer",84057,32913,51144,Shruti,38,Online,Mixed
958,2025-06-25,Support,Travel,Corporate,"Bank Transfer",123454,33741,89713,Kabir,49,India,INR
959,2025-08-26,Legal,Contractors,West,Cash,48505,2746,45759,Shruti,38,India,INR
960,2025-11-22,Support,Contractors,Corporate,Cash,7671,5027,2644,Kabir,49,India,INR
961,2025-01-09,Support,Software,North,Card,108341,36258,72083,Kabir,49,India,INR
962,2025-10-23,HR,Software,East,"Bank Transfer",95395,16372,79023,Amit,53,India,INR
963,2025-10-14,Sales,Software,South,"Bank Transfer",39975,2941,37034,Sonia,12,India,INR
964,2025-02-22,Procurement,Maintenance,South,"Bank Transfer",148867,37204,111663,Tara,45,India,INR
965,2025-07-18,Procurement,Contractors,Online,UPI,30761,24317,6444,Tara,45,Online,Mixed
966,2025-12-20,Marketing,Utilities,North,"Bank Transfer",53028,8163,44865,Ravi,33,India,INR
967,2025-09-13,Operations,Advertising,South,UPI,15819,6260,9559,Karan,55,India,INR
968,2025-04-21,Operations,Contractors,Central,Card,41460,6612,34848,Karan,55,India,INR
969,2025-10-20,Finance,Utilities,Corporate,Cash,26587,9959,16628,Vikram,49,India,INR
970,2025-12-22,Sales,Software,International,Card,66946,11807,55139,Sonia,12,US,USD
971,2025-03-10,HR,Travel,West,Card,139026,84655,54371,Amit,53,India,INR
972,2025-05-10,HR,Advertising,Online,"Bank Transfer",5933,3198,2735,Amit,53,Online,Mixed
973,2025-08-02,IT,Travel,North,Cash,140265,95111,45154,Neha,51,India,INR
974,2025-11-27,HR,Software,North,Card,137939,99061,38878,Amit,53,India,INR
975,2025-09-01,Sales,Software,Central,"Bank Transfer",45918,35865,10053,Sonia,12,India,INR
976,2025-08-26,Support,Travel,North,Cash,55429,10683,44746,Kabir,49,India,INR
977,2025-08-21,Procurement,Maintenance,East,Card,46404,17235,29169,Tara,45,India,INR
978,2025-11-10,Operations,Software,International,UPI,108658,34468,74190,Karan,55,US,USD
979,2025-02-04,Legal,Advertising,Online,"Bank Transfer",85591,16854,68737,Shruti,38,Online,Mixed
980,2025-10-14,Marketing,Utilities,South,Card,106162,81825,24337,Ravi,33,India,INR
981,2025-10-28,IT,Travel,West,UPI,96685,59554,37131,Neha,51,India,INR
982,2025-08-01,IT,Training,North,"Bank Transfer",122000,34045,87955,Neha,51,India,INR
983,2025-01-15,HR,Utilities,South,Cash,28941,22924,6017,Amit,53,India,INR
984,2025-11-15,Sales,Software,International,Card,115154,76132,39022,Sonia,12,US,USD
985,2025-09-11,Operations,Software,International,"Bank Transfer",123250,11328,111922,Karan,55,US,USD
986,2025-06-28,IT,Maintenance,East,UPI,112842,36325,76517,Neha,51,India,INR
987,2025-07-06,IT,Utilities,West,Cash,64151,13973,50178,Neha,51,India,INR
988,2025-07-10,Finance,Maintenance,Corporate,Cash,135435,27008,108427,Vikram,49,India,INR
989,2025-11-05,Marketing,Advertising,Corporate,UPI,72514,13405,59109,Ravi,33,India,INR
990,2025-04-17,HR,Contractors,Corporate,UPI,139480,47216,92264,Amit,53,India,INR
991,2025-09-17,R&D,Software,South,Card,53420,7089,46331,Divya,55,India,INR
992,2025-10-21,Operations,Advertising,Online,UPI,71833,54315,17518,Karan,55,Online,Mixed
993,2025-02-16,HR,Supplies,West,"Bank Transfer",20940,4785,16155,Amit,53,India,INR
994,2025-11-14,Operations,Contractors,North,"Bank Transfer",38378,22132,16246,Karan,55,India,INR
995,2025-04-14,HR,Supplies,East,Card,16467,4826,11641,Amit,53,India,INR
996,2025-09-12,Support,Utilities,South,Card,37576,16865,20711,Kabir,49,India,INR
997,2025-12-09,Marketing,Travel,International,UPI,147023,57560,89463,Ravi,33,US,USD
998,2025-10-20,Marketing,Maintenance,Online,Card,34069,22306,11763,Ravi,33,Online,Mixed
999,2025-09-08,R&D,Training,Central,UPI,145676,56788,88888,Divya,55,India,INR
1000,2025-02-08,R&D,Maintenance,Central,Cash,91869,27652,64217,Divya,55,India,INR
1001,2025-11-25,HR,Advertising,North,"Bank Transfer",48838,2892,45946,Amit,53,India,INR
1002,2025-07-10,Procurement,Utilities,West,Card,105552,45483,60069,Tara,45,India,INR
1003,2025-04-23,Procurement,Travel,Online,Card,106240,44551,61689,Tara,45,Online,Mixed
1004,2025-04-03,Marketing,Supplies,Online,"Bank Transfer",72748,36684,36064,Ravi,33,Online,Mixed
1005,2025-12-12,Operations,Training,North,UPI,32493,24399,8094,Karan,55,India,INR
1006,2025-02-26,Operations,Training,Central,"Bank Transfer",72191,48551,23640,Karan,55,India,INR
1007,2025-06-10,Marketing,Travel,East,Cash,22578,14407,8171,Ravi,33,India,INR
1008,2025-12-24,Finance,Software,East,Cash,101809,32914,68895,Vikram,49,India,INR
1009,2025-02-03,R&D,Utilities,East,"Bank Transfer",115263,34769,80494,Divya,55,India,INR
1010,2025-05-15,Procurement,Software,Corporate,UPI,67517,39370,28147,Tara,45,India,INR
1011,2025-04-03,Sales,Training,West,Card,11981,7171,4810,Sonia,12,India,INR
1012,2025-08-19,IT,Advertising,East,Cash,36878,3528,33350,Neha,51,India,INR
1013,2025-01-09,HR,Software,Corporate,Cash,64330,45657,18673,Amit,53,India,INR
1014,2025-02-25,Operations,Maintenance,Corporate,UPI,143193,28303,114890,Karan,55,India,INR
1015,2025-09-11,IT,Supplies,International,"Bank Transfer",130687,57359,73328,Neha,51,US,USD
1016,2025-11-13,Procurement,Supplies,West,Card,88115,4243,83872,Tara,45,India,INR
1017,2025-04-26,Marketing,Travel,Online,Cash,57141,12664,44477,Ravi,33,Online,Mixed
1018,2025-10-22,Operations,Supplies,Online,Cash,114371,20416,93955,Karan,55,Online,Mixed
1019,2025-11-28,Operations,Travel,Online,Cash,24553,8239,16314,Karan,55,Online,Mixed
1020,2025-03-19,HR,Supplies,International,Card,22302,12446,9856,Amit,53,US,USD
1021,2025-04-01,IT,Training,International,Cash,38700,25454,13246,Neha,51,US,USD
1022,2025-05-06,Marketing,Travel,Corporate,Cash,112912,28965,83947,Ravi,33,India,INR
1023,2025-06-07,R&D,Travel,Corporate,Cash,115204,53917,61287,Divya,55,India,INR
1024,2025-06-05,Marketing,Software,Corporate,UPI,54767,30832,23935,Ravi,33,India,INR
1025,2025-12-16,Marketing,Contractors,Central,Cash,120009,54613,65396,Ravi,33,India,INR
1026,2025-02-25,IT,Utilities,Central,UPI,96181,44943,51238,Neha,51,India,INR
1027,2025-07-28,Finance,Training,North,Card,38942,29990,8952,Vikram,49,India,INR
1028,2025-01-27,Marketing,Training,West,"Bank Transfer",53836,22152,31684,Ravi,33,India,INR
1029,2025-04-27,Marketing,Maintenance,West,UPI,142356,106140,36216,Ravi,33,India,INR
1030,2025-07-02,Procurement,Advertising,South,Cash,112938,79835,33103,Tara,45,India,INR
1031,2025-04-23,Sales,Supplies,Central,"Bank Transfer",57039,44986,12053,Sonia,12,India,INR
1032,2025-05-13,Support,Software,South,Cash,25619,16594,9025,Kabir,49,India,INR
1033,2025-11-03,HR,Advertising,Online,UPI,87232,67130,20102,Amit,53,Online,Mixed
1034,2025-06-05,Procurement,Travel,Corporate,"Bank Transfer",110546,33905,76641,Tara,45,India,INR
1035,2025-01-10,Procurement,Utilities,Corporate,Card,51195,36917,14278,Tara,45,India,INR
1036,2025-09-02,Legal,Travel,East,Cash,107468,13105,94363,Shruti,38,India,INR
1037,2025-11-03,Procurement,Software,International,"Bank Transfer",111731,21035,90696,Tara,45,US,USD
1038,2025-08-07,Finance,Software,West,UPI,120586,34611,85975,Vikram,49,India,INR
1039,2025-11-25,Legal,Maintenance,East,"Bank Transfer",92764,25791,66973,Shruti,38,India,INR
1040,2025-02-06,R&D,Utilities,Corporate,"Bank Transfer",44906,16715,28191,Divya,55,India,INR
1041,2025-07-04,IT,Supplies,South,Card,15563,6630,8933,Neha,51,India,INR
1042,2025-11-20,Procurement,Training,South,Card,134391,2051,132340,Tara,45,India,INR
1043,2025-04-11,Operations,Software,Online,Cash,130133,19834,110299,Karan,55,Online,Mixed
1044,2025-01-05,Sales,Training,Online,"Bank Transfer",48445,2542,45903,Sonia,12,Online,Mixed
1045,2025-01-28,R&D,Advertising,Central,UPI,61677,21237,40440,Divya,55,India,INR
1046,2025-04-02,Sales,Maintenance,East,UPI,75961,28455,47506,Sonia,12,India,INR
1047,2025-12-07,Marketing,Maintenance,International,UPI,94372,64782,29590,Ravi,33,US,USD
1048,2025-03-11,Legal,Maintenance,Corporate,Card,28997,17677,11320,Shruti,38,India,INR
1049,2025-05-16,Procurement,Travel,Online,UPI,115666,44548,71118,Tara,45,Online,Mixed
1050,2025-03-04,Support,Maintenance,West,"Bank Transfer",9448,5680,3768,Kabir,49,India,INR
1051,2025-04-09,Procurement,Training,South,UPI,115379,91568,23811,Tara,45,India,INR
1052,2025-09-12,IT,Contractors,North,"Bank Transfer",101758,66356,35402,Neha,51,India,INR
1053,2025-03-05,Procurement,Software,Central,Card,69485,17307,52178,Tara,45,India,INR
1054,2025-03-06,Legal,Software,International,Card,82731,34513,48218,Shruti,38,US,USD
1055,2025-11-16,Marketing,Training,Central,UPI,138991,40135,98856,Ravi,33,India,INR
1056,2025-01-18,Legal,Utilities,North,"Bank Transfer",86690,49303,37387,Shruti,38,India,INR
1057,2025-04-14,HR,Software,North,Cash,128868,96606,32262,Amit,53,India,INR
1058,2025-03-10,Sales,Maintenance,East,Card,98610,19510,79100,Sonia,12,India,INR
1059,2025-07-22,Legal,Travel,Corporate,Cash,125380,89278,36102,Shruti,38,India,INR
1060,2025-02-06,IT,Software,Corporate,Cash,113531,83788,29743,Neha,51,India,INR
1061,2025-10-26,Marketing,Advertising,North,Card,100686,73289,27397,Ravi,33,India,INR
1062,2025-05-21,Legal,Contractors,East,UPI,123725,42488,81237,Shruti,38,India,INR
1063,2025-09-04,R&D,Maintenance,International,UPI,124960,28736,96224,Divya,55,US,USD
1064,2025-04-14,IT,Advertising,West,UPI,104873,34016,70857,Neha,51,India,INR
1065,2025-02-03,Sales,Advertising,International,Cash,42563,28850,13713,Sonia,12,US,USD
1066,2025-06-08,Support,Advertising,West,UPI,135599,104962,30637,Kabir,49,India,INR
1067,2025-02-13,HR,Training,East,Cash,62656,41239,21417,Amit,53,India,INR
1068,2025-02-27,Sales,Software,West,UPI,73283,6680,66603,Sonia,12,India,INR
1069,2025-12-12,Operations,Maintenance,Central,UPI,51440,19368,32072,Karan,55,India,INR
1070,2025-03-19,Procurement,Maintenance,Corporate,Cash,94576,61214,33362,Tara,45,India,INR
1071,2025-10-14,Marketing,Utilities,Central,Cash,147430,103543,43887,Ravi,33,India,INR
1072,2025-03-02,Support,Software,West,Card,60491,7974,52517,Kabir,49,India,INR
1073,2025-03-06,IT,Contractors,International,Cash,80272,14676,65596,Neha,51,US,USD
1074,2025-12-08,Legal,Software,International,UPI,70966,21749,49217,Shruti,38,US,USD
1075,2025-12-23,Operations,Software,Central,Card,11318,2666,8652,Karan,55,India,INR
1076,2025-12-07,Procurement,Advertising,Corporate,Cash,127136,81183,45953,Tara,45,India,INR
1077,2025-06-17,Finance,Supplies,Online,UPI,105224,24533,80691,Vikram,49,Online,Mixed
1078,2025-10-09,R&D,Supplies,Central,Cash,38306,21699,16607,Divya,55,India,INR
1079,2025-04-06,Sales,Supplies,International,"Bank Transfer",58474,41568,16906,Sonia,12,US,USD
1080,2025-02-22,HR,Maintenance,South,UPI,18597,9683,8914,Amit,53,India,INR
1081,2025-06-03,R&D,Maintenance,Central,Card,41203,29370,11833,Divya,55,India,INR
1082,2025-11-06,R&D,Advertising,West,Cash,84153,28886,55267,Divya,55,India,INR
1083,2025-09-21,Sales,Contractors,Central,"Bank Transfer",83962,26561,57401,Sonia,12,India,INR
1084,2025-08-14,Finance,Maintenance,West,Cash,66316,3303,63013,Vikram,49,India,INR
1085,2025-10-14,Sales,Travel,Online,Cash,63991,19779,44212,Sonia,12,Online,Mixed
1086,2025-08-03,Procurement,Maintenance,Online,"Bank Transfer",114485,60338,54147,Tara,45,Online,Mixed
1087,2025-07-26,Support,Contractors,International,UPI,90488,59857,30631,Kabir,49,US,USD
1088,2025-02-07,Finance,Training,Corporate,UPI,39299,11030,28269,Vikram,49,India,INR
1089,2025-03-12,HR,Contractors,West,"Bank Transfer",51853,4293,47560,Amit,53,India,INR
1090,2025-06-08,Operations,Travel,South,Cash,145123,19912,125211,Karan,55,India,INR
1091,2025-05-09,R&D,Supplies,Corporate,Card,148570,78274,70296,Divya,55,India,INR
1092,2025-01-17,Procurement,Contractors,Corporate,"Bank Transfer",129286,42172,87114,Tara,45,India,INR
1093,2025-08-08,IT,Training,North,"Bank Transfer",40345,2429,37916,Neha,51,India,INR
1094,2025-06-13,Support,Travel,Corporate,"Bank Transfer",18634,3221,15413,Kabir,49,India,INR
1095,2025-07-12,Procurement,Maintenance,South,UPI,83927,4697,79230,Tara,45,India,INR
1096,2025-08-08,Operations,Maintenance,East,Cash,126574,11104,115470,Karan,55,India,INR
1097,2025-12-18,R&D,Supplies,International,Card,142511,46689,95822,Divya,55,US,USD
1098,2025-07-25,Sales,Software,West,"Bank Transfer",136728,20267,116461,Sonia,12,India,INR
1099,2025-11-19,Sales,Software,West,Card,106303,22244,84059,Sonia,12,India,INR
1100,2025-11-05,Legal,Travel,Central,Card,116297,46387,69910,Shruti,38,India,INR
1101,2025-05-21,HR,Training,Online,UPI,136556,62250,74306,Amit,53,Online,Mixed
1102,2025-02-17,HR,Software,International,"Bank Transfer",31339,23951,7388,Amit,53,US,USD
1103,2025-10-14,R&D,Utilities,East,"Bank Transfer",15293,10659,4634,Divya,55,India,INR
1104,2025-01-01,R&D,Training,East,Cash,115761,66970,48791,Divya,55,India,INR
1105,2025-04-19,HR,Travel,North,Cash,72304,11597,60707,Amit,53,India,INR
1106,2025-01-08,Procurement,Maintenance,South,"Bank Transfer",100271,75349,24922,Tara,45,India,INR
1107,2025-04-04,HR,Training,International,Cash,38904,4584,34320,Amit,53,US,USD
1108,2025-08-04,IT,Advertising,East,Card,127524,67161,60363,Neha,51,India,INR
1109,2025-09-06,IT,Training,Online,Cash,118507,35349,83158,Neha,51,Online,Mixed
1110,2025-09-09,Support,Supplies,West,"Bank Transfer",57382,28256,29126,Kabir,49,India,INR
1111,2025-12-24,Operations,Utilities,South,Cash,76611,50120,26491,Karan,55,India,INR
1112,2025-12-07,Legal,Supplies,Online,"Bank Transfer",82151,61834,20317,Shruti,38,Online,Mixed
1113,2025-09-13,Support,Maintenance,Central,Cash,95317,41232,54085,Kabir,49,India,INR
1114,2025-06-24,Legal,Maintenance,Online,"Bank Transfer",50471,29393,21078,Shruti,38,Online,Mixed
1115,2025-02-23,Support,Maintenance,West,Card,21165,11305,9860,Kabir,49,India,INR
1116,2025-01-12,Procurement,Supplies,East,Card,141154,77673,63481,Tara,45,India,INR
1117,2025-03-09,HR,Training,North,Card,144643,79441,65202,Amit,53,India,INR
1118,2025-02-24,Operations,Utilities,Central,"Bank Transfer",75896,55649,20247,Karan,55,India,INR
1119,2025-08-19,R&D,Software,West,"Bank Transfer",120394,40082,80312,Divya,55,India,INR
1120,2025-01-03,Support,Maintenance,North,"Bank Transfer",147998,44225,103773,Kabir,49,India,INR
1121,2025-06-27,R&D,Maintenance,Corporate,Cash,67590,3477,64113,Divya,55,India,INR
1122,2025-01-23,Support,Advertising,West,"Bank Transfer",53166,14853,38313,Kabir,49,India,INR
1123,2025-10-02,Sales,Advertising,International,Card,92620,17345,75275,Sonia,12,US,USD
1124,2025-08-21,Legal,Supplies,North,Card,24969,14209,10760,Shruti,38,India,INR
1125,2025-04-18,R&D,Contractors,North,Cash,108951,9036,99915,Divya,55,India,INR
1126,2025-01-14,Sales,Utilities,North,Card,35469,3372,32097,Sonia,12,India,INR
1127,2025-05-27,Procurement,Maintenance,West,Card,18820,3569,15251,Tara,45,India,INR
1128,2025-10-20,Legal,Supplies,International,Card,96290,48294,47996,Shruti,38,US,USD
1129,2025-11-08,Marketing,Contractors,East,Cash,65687,38298,27389,Ravi,33,India,INR
1130,2025-02-17,Support,Maintenance,South,Cash,11911,6981,4930,Kabir,49,India,INR
1131,2025-03-27,Sales,Contractors,Online,Cash,136958,6845,130113,Sonia,12,Online,Mixed
1132,2025-05-07,HR,Utilities,East,Card,22782,9152,13630,Amit,53,India,INR
1133,2025-04-07,Finance,Supplies,Central,"Bank Transfer",27676,20575,7101,Vikram,49,India,INR
1134,2025-07-19,R&D,Software,International,Card,90662,71523,19139,Divya,55,US,USD
1135,2025-02-25,Support,Advertising,Online,Card,36667,2955,33712,Kabir,49,Online,Mixed
1136,2025-09-10,R&D,Supplies,South,Cash,16389,11143,5246,Divya,55,India,INR
1137,2025-11-25,Finance,Maintenance,North,Card,103696,50505,53191,Vikram,49,India,INR
1138,2025-08-27,Procurement,Software,North,Cash,91104,57840,33264,Tara,45,India,INR
1139,2025-08-01,Support,Training,International,Cash,23019,15964,7055,Kabir,49,US,USD
1140,2025-12-16,Support,Maintenance,Online,"Bank Transfer",40621,28043,12578,Kabir,49,Online,Mixed
1141,2025-06-02,Operations,Supplies,Corporate,UPI,77790,30912,46878,Karan,55,India,INR
1142,2025-01-17,Procurement,Contractors,South,"Bank Transfer",127744,17665,110079,Tara,45,India,INR
1143,2025-05-16,Finance,Supplies,South,"Bank Transfer",50129,7672,42457,Vikram,49,India,INR
1144,2025-04-20,Procurement,Maintenance,West,Cash,25305,15850,9455,Tara,45,India,INR
1145,2025-02-03,Marketing,Training,International,Card,85234,47978,37256,Ravi,33,US,USD
1146,2025-09-19,Finance,Software,South,"Bank Transfer",51357,6549,44808,Vikram,49,India,INR
1147,2025-07-05,Procurement,Utilities,Central,Cash,5935,2471,3464,Tara,45,India,INR
1148,2025-08-11,Marketing,Utilities,West,Cash,127739,80116,47623,Ravi,33,India,INR
1149,2025-03-15,Sales,Software,South,UPI,19129,6189,12940,Sonia,12,India,INR
1150,2025-01-25,Support,Contractors,Central,Card,55120,36285,18835,Kabir,49,India,INR
1151,2025-08-26,Operations,Advertising,West,Cash,73206,24237,48969,Karan,55,India,INR
1152,2025-11-28,Sales,Maintenance,South,UPI,26730,19489,7241,Sonia,12,India,INR
1153,2025-06-21,Legal,Training,West,UPI,77361,11542,65819,Shruti,38,India,INR
1154,2025-01-15,Support,Travel,Corporate,"Bank Transfer",87275,50138,37137,Kabir,49,India,INR
1155,2025-11-01,HR,Contractors,North,Card,116751,22376,94375,Amit,53,India,INR
1156,2025-01-10,Support,Maintenance,Online,"Bank Transfer",141637,68013,73624,Kabir,49,Online,Mixed
1157,2025-07-02,Sales,Software,Central,UPI,84703,19855,64848,Sonia,12,India,INR
1158,2025-10-19,Finance,Advertising,Online,Cash,43342,25718,17624,Vikram,49,Online,Mixed
1159,2025-10-13,Finance,Training,Online,"Bank Transfer",142200,41087,101113,Vikram,49,Online,Mixed
1160,2025-06-05,Finance,Maintenance,Corporate,Cash,7222,3837,3385,Vikram,49,India,INR
1161,2025-02-07,Marketing,Maintenance,North,Card,22485,2781,19704,Ravi,33,India,INR
1162,2025-09-04,Marketing,Supplies,East,Cash,107616,20376,87240,Ravi,33,India,INR
1163,2025-02-25,HR,Supplies,International,Cash,5593,3603,1990,Amit,53,US,USD
1164,2025-11-09,Marketing,Maintenance,East,Card,120057,11644,108413,Ravi,33,India,INR
1165,2025-08-10,HR,Contractors,South,UPI,40276,3606,36670,Amit,53,India,INR
1166,2025-03-06,IT,Utilities,International,UPI,57181,19481,37700,Neha,51,US,USD
1167,2025-09-19,Sales,Maintenance,East,UPI,120495,13937,106558,Sonia,12,India,INR
1168,2025-12-21,Support,Training,South,Card,129631,37795,91836,Kabir,49,India,INR
1169,2025-11-22,IT,Travel,North,UPI,13886,3097,10789,Neha,51,India,INR
1170,2025-12-15,Legal,Travel,Central,Card,31809,17286,14523,Shruti,38,India,INR
1171,2025-03-13,Support,Training,North,UPI,140095,15835,124260,Kabir,49,India,INR
1172,2025-02-12,Operations,Maintenance,South,"Bank Transfer",81103,63694,17409,Karan,55,India,INR
1173,2025-08-23,Marketing,Contractors,West,Cash,113331,39836,73495,Ravi,33,India,INR
1174,2025-03-17,Procurement,Training,North,"Bank Transfer",17022,7030,9992,Tara,45,India,INR
1175,2025-09-03,R&D,Contractors,East,UPI,15701,8106,7595,Divya,55,India,INR
1176,2025-03-07,Support,Travel,Corporate,Cash,144899,53182,91717,Kabir,49,India,INR
1177,2025-03-28,Finance,Utilities,Corporate,Cash,120573,46628,73945,Vikram,49,India,INR
1178,2025-09-22,Sales,Utilities,Online,UPI,30770,12262,18508,Sonia,12,Online,Mixed
1179,2025-06-04,Finance,Advertising,South,Card,133777,80800,52977,Vikram,49,India,INR
1180,2025-04-11,Marketing,Supplies,Online,UPI,77143,11280,65863,Ravi,33,Online,Mixed
1181,2025-12-16,Procurement,Maintenance,North,"Bank Transfer",78007,57756,20251,Tara,45,India,INR
1182,2025-11-02,R&D,Travel,West,"Bank Transfer",144415,56331,88084,Divya,55,India,INR
1183,2025-01-23,Procurement,Travel,East,Cash,56255,24833,31422,Tara,45,India,INR
1184,2025-07-25,Procurement,Software,International,Card,133970,100527,33443,Tara,45,US,USD
1185,2025-02-08,Finance,Utilities,South,UPI,141596,60597,80999,Vikram,49,India,INR
1186,2025-08-24,Operations,Contractors,North,"Bank Transfer",47164,9925,37239,Karan,55,India,INR
1187,2025-03-22,Marketing,Advertising,East,"Bank Transfer",53277,11131,42146,Ravi,33,India,INR
1188,2025-09-16,Support,Training,East,Card,149245,92776,56469,Kabir,49,India,INR
1189,2025-12-19,Support,Advertising,North,Cash,59700,22251,37449,Kabir,49,India,INR
1190,2025-04-09,Finance,Software,International,UPI,40374,9175,31199,Vikram,49,US,USD
1191,2025-10-05,IT,Maintenance,International,Cash,127572,74675,52897,Neha,51,US,USD
1192,2025-05-01,Support,Utilities,Corporate,Cash,88108,7058,81050,Kabir,49,India,INR
1193,2025-07-26,Marketing,Supplies,Online,Cash,79256,27956,51300,Ravi,33,Online,Mixed
1194,2025-12-22,Finance,Maintenance,Corporate,UPI,137689,32845,104844,Vikram,49,India,INR
1195,2025-12-06,IT,Utilities,International,Card,95630,2011,93619,Neha,51,US,USD
1196,2025-11-17,Legal,Contractors,East,Cash,65231,48987,16244,Shruti,38,India,INR
1197,2025-11-28,Support,Contractors,North,UPI,39920,24794,15126,Kabir,49,India,INR
1198,2025-08-20,HR,Contractors,West,"Bank Transfer",34649,10196,24453,Amit,53,India,INR
1199,2025-05-24,Finance,Software,North,UPI,46587,25176,21411,Vikram,49,India,INR
1200,2025-07-05,Finance,Utilities,West,Card,54010,41940,12070,Vikram,49,India,INR
1201,2025-10-16,Legal,Maintenance,East,UPI,109897,24167,85730,Shruti,38,India,INR
1202,2025-07-24,R&D,Training,East,UPI,98524,24249,74275,Divya,55,India,INR
1203,2025-05-25,Support,Contractors,Corporate,Cash,50508,8854,41654,Kabir,49,India,INR
1204,2025-05-21,Marketing,Supplies,East,Cash,46518,8587,37931,Ravi,33,India,INR
1205,2025-05-15,Procurement,Maintenance,South,Cash,62194,21442,40752,Tara,45,India,INR
1206,2025-04-19,Legal,Advertising,South,Card,76472,54811,21661,Shruti,38,India,INR
